"name","producer","region"
"Bianco","Porta Palo","Terre Siciliane"
"Bianco","Corvo","Terre Siciliane"
"Bianco (Cariddi)","Colosi","Sicilia"
"Bianco Brut","Secco Italian Bubbles","Veneto"
"Bianco d’Italia","Tavernello","Emilia-Romagna"
"Bianco dei Sorni","Cantina La-Vis","Trentino"
"Bianco del Veneto Passito","Zeni","Veneto"
"Bianco della Campania","Triade","Campania"
"Bianco della Contessa","Contucci","Toscana"
"Bianco della Luna","Montresor","Amarone della Valpolicella"
"Bianco della Valdinievole","Sensi","Toscana"
"Bianco delle Regine","Castello Delle Regine","Umbria"
"Bianco delle Seta","Monzio Compagnoni","Franciacorta"
"Bianco di Binto","Poggio Capponi","Toscana"
"Bianco di Custoza","Quindi","Bianco di Custoza"
"Bianco di Custoza","Domini Veneti","Bianco di Custoza"
"Bianco di Custoza","Cantina di Custoza","Bianco di Custoza"
"Bianco di Custoza","Bertani","Bianco di Custoza"
"Bianco di Custoza","Luigi Righetti","Veneto"
"Bianco di Custoza","Zenato","Veneto"
"Bianco di Custoza","Campagnola","Verona"
"Bianco di Custoza","Le Poesie","Veneto"
"Bianco di Custoza","Tenuta La Falcona","Veneto"
"Bianco di Custoza","Corte della Pieve","Veneto"
"Bianco di Custoza","Delibori","Bianco di Custoza"
"Bianco di Custoza","Il Roccolo","Bianco di Custoza"
"Bianco di Custoza Superiore Cà del Magro","Monte del Frá","Veneto"
"Bianco di Nera","G. Milazzo","Terre Siciliane"
"Bianco di Volpaia Toscana","Volpaia","Toscana"
"Bianco Imperiale","Guido Berlucchi","Franciacorta"
"Bianco Maria Medici","Uberti","Curtefranca"
"Bianco Passivento","Barone Montalto","Terre Siciliane"
"Bianco S.L Frizzante","Alla Costiera","Veneto"
"Bianco Salento","Perrini Organic Vine & Wines","Salento"
"Bianco Secco","Fiorino d'Oro","Vino d'Italia"
"Bianco Semi Dolce","Bosco","Vino d'Italia"
"Bianco Toscana","Every Breath You Take","Toscana"
"Biancodicaselle Etna Bianco","Benanti","Etna"
"Biancolella","Feudi di San Gregorio","Campania"
"Biancolella Ischia","Casa d'Ambra","Ischia"
"Biancospino Lambrusco dell'Emilia Bianco","Vitivinicola Fangareggi","Emilia"
"Biancospino Moscato d'Asti","La Spinetta","Moscato d'Asti"
"Biancuzita","Torre a Oriente","Campania"
"Bibbona","Biserno","Toscana"
"Bicento","Nativ","Irpinia Campi Taurasini"
"Bidoia Refosco dal Peduncolo Rosso","Cantina La Salute","Marca Trevigiana"
"Biele Zôe Cuvée 85/15 Friulano","Tenimenti Civa","Colli Orientali del Friuli"
"Biele Zôe Cuvée 85/15 Refosco dal Peduncolo Rosso","Tenimenti Civa","Colli Orientali del Friuli"
"Biferno Riserva","Botter","Veneto"
"Biferno Rosso Riserva","Tombacco","Biferno"
"Big Zin Zinfandel Organic Reserve","Mundi","Vino d'Italia"
"Bigarò Rosé","Elio Perrone","Piemonte"
"Big'd Big Barolo","Rocche dei Manzoni","Barolo"
"Bilaccio","Il Borghetto","Toscana"
"Bine Longhe di Costalta","Tessari","Soave Classico"
"Bio Barbera d'Asti","Terre da Vino","Piemonte"
"Bio Bio Organic Chardonnay","Cielo e Terra","Veneto"
"Bio Chardonnay","Cinque Bicchieri","Abruzzo"
"Bio Montepulciano d'Abruzzo","Cinque Bicchieri","Montepulciano d'Abruzzo"
"Bio Nero d'Avola","I Balzi","Sicilia"
"Bio Organic Barbera","Bonelli","Emilia-Romagna"
"Bio Vegan Lagrein","Cantina Aldeno","Trentino"
"Bio Vegan Nero d'Avola","Nicosia","Terre Siciliane"
"Biologico Cerasuolo d'Abruzzo","Cantina Tollo","Cerasuolo d'Abruzzo"
"Biologico Montepulciano d’Abruzzo","Cantina Tollo","Abruzzo"
"Biologico Pecorino","Cantina Offida","Marche"
"Bionzo Barbera d'Asti Superiore","La Spinetta","Barbera d'Asti"
"'Bionzo' Barbera d'Asti Superiore","La Carlina","Barbera d'Asti"
"Birbet","Cascina Chicco","Piemonte"
"Birbet","Cascina Ca' Rossa","Piemonte"
"Birbét","Bric Cenciurio","Piemonte"
"Birbét","Filippo Gallino","Piemonte"
"Birillo Costa Toscana Rosso","Tenuta La Marsiliana","Maremma Toscana"
"Birò Rosso Salento","Masseria Pietrosa","Puglia"
"Bisanzio Trebbiano d'Abruzzo","Citra","Abruzzo"
"Bisbiglio Cortese","Scagliola","Piemonte"
"Bissia Langhe Chardonnay","La Biòca","Langhe"
"Bisso Salice Salentino Riserva","Le Vigne di Sammarco","Salento"
"Bitornino Toscana Rosso","Frascole","Toscana"
"Bivongi Rosso Riserva","Cantine Lavorata","Calabria"
"Black Bio Organic Rosso","Grande Alberone","Toscana"
"Black Label Amarone della Valpolicella","Pasqua Vigneti e Cantine","Amarone della Valpolicella"
"Black Label Cabernet Sauvignon-Merlot","I Balzini","Colli della Toscana Centrale"
"Blanc de Blancs","Castel Noarna","Vigneti delle Dolomiti"
"Blanc de Blancs","Mascarello Michele","Piemonte"
"Blanc de Blancs","Ottella","Veneto"
"Blanc de Blancs Brut","Maso Martis","Trento"
"Blanc de Blancs Chardonnay","Gancia","Asti"
"Blanc de Blancs Chardonnay Millesimato Brut","Cantina Valtidone","Emilia-Romagna"
"Blanc de Blancs Chardonnay Spumante Brut","Intreccio","Trento"
"Blanc de Blancs Cuvée Brut","Cleto Chiarli","Modena"
"Blanc de Blancs Cuvée Brut","Veuve Monforte","Veneto"
"Blanc De Blancs Gran Cuvée Extra Dry","Zonin","Veneto"
"Blanc de Blancs Millesimato Extra Dry","Rivani","Veneto"
"Blanc de Noir Brut","La Palazzola","Umbria"
"Blanc de Noir Gran Ruc Brut","Casa Caterina","Lombardia"
"Blanc de Noir Pinot Brut","Fontanafredda","Piemonte"
"Blanc de Noirs Brut","Monte Saline","Veneto"
"Blanc des Rosis","Schiopetto","Friuli-Venezia Giulia"
"Blanchè Compagnia Siciliana Grillo","Montedidio","Sicilia"
"Blau & Blau Rosso","Jermann","Friuli-Venezia Giulia"
"Blauburgunder","Kellerei Eisacktal-Cantina Valle Isarco","Südtirol-Alto Adige"
"Blauburgunder","Cantina Kurtatsch","Trentino-Alto Adige"
"Blauburgunder (Pinot Nero)","Kellerei . Cantina KALTERN","Trentino-Alto Adige"
"Blauburgunder Riserva","Abtei Muri","Südtirol-Alto Adige"
"Blauburgunder Riserva","Josef Brigl","Trentino"
"Blauburgunder-Pinot Nero","Tramin","Südtirol-Alto Adige"
"Blu Onice Aglianico Irpinia","Nativ","Irpinia"
"Blu Prosecco","Riondo","Prosecco"
"Blu Prosecco Extra Dry","Riondo","Prosecco"
"Blu Prosecco Millesimato Extra Dry","Val d'Oca","Prosecco di Treviso"
"Blu Prosecco Millesimato Extra Dry","Riondo","Prosecco"
"Blû Prosecco Secco","Vintalia","Prosecco"
"Blu.Dimare Riviera Ligure di Ponente Vermentino","Gorleri","Riviera Ligure di Ponente"
"Bluette","Statti","Calabria"
"Blush Pinot Grigio","Previata","Delle Venezie"
"Blush Pinot Grigio","Il Conto Vecchio","Delle Venezie"
"Blush Pinot Grigio","Belfiore","Delle Venezie"
"Blush Pinot Grigio delle Venezie","Sartori di Verona","Verona"
"Blush Pinot Grigio delle Venezie","Farina","Abruzzo"
"Blush Pinot Grigio delle Venzie","Maglia Rosa","Delle Venezie"
"Boca","Le Piane","Boca"
"Bocca della Verità Primitivo Salento","Cantine de Falco","Salento"
"Bocca di Rosa","Tabarrini","Montefalco"
"Boccascalucce Valpolicella","Vicentini Agostino","Valpolicella"
"Boffo Rosso","Cantine d'Ercoli","Marche"
"Boira' Sangiovese","Cantine Volpi","Piemonte"
"Boldo Merlot-Cabernet","Tre Monti","Emilia-Romagna"
"Bolgheri","Donne Fittipaldi","Bolgheri"
"Bolgheri","Michele Satta","Toscana"
"Bolgheri Bianco","Donna Olimpia","Bolgheri"
"Bolgheri Costa di Giulia","Michele Satta","Toscana"
"Bolgheri Il Seggio","Poggio Al Tesoro","Bolgheri"
"Bolgheri Rosato","Campo alle Comete","Toscana"
"Bolgheri Rosso","Grattamacco","Bolgheri"
"Bolgheri Rosso","Tenuta Campo al Mare","Bolgheri"
"Bolgheri Rosso","Campo alle Comete","Bolgheri"
"Bolgheri Rosso","Turaia","Bolgheri"
"Bolgheri Rosso","Donna Olimpia","Bolgheri"
"Bolgheri Rosso","Le Macchiole","Bolgheri"
"Bolgheri Superiore","Castello di Bolgheri","Bolgheri Superiore"
"Bolgheri Superiore","Grattamacco","Bolgheri Superiore"
"Bolgheri Superiore","Campo alle Comete","Bolgheri Superiore"
"Bolgheri Superiore","Ornellaia","Bolgheri Superiore"
"Bolgheri Superiore","Tenuta Argentiera","Toscana"
"Bolgheri Superiore Baia Al Vento","Tenuta Campo al Mare","Bolgheri Superiore"
"Bolgheri Superiore Sondraia","Poggio Al Tesoro","Bolgheri Superiore"
"Bolgheri Vermentino","Grattamacco","Bolgheri"
"Bolgheri Vermentino","Tenuta Campo al Mare","Bolgheri"
"Bolina","Cantina Rosa del Golfo","Salento"
"Bolla Rosa","Luigi Giusti","Lacrima di Morro d'Alba"
"Bollato di Guarini Negroamaro-Primitivo","Azienda Vinicola Losito e Guarini","Oltrepò Pavese"
"Bolle Canavese Rosato Spumante","La Masera","Piemonte"
"Bolle di Terra Spumante Brut","Casa di Terra","Bolgheri"
"Bolle Senza Frontiere","Aurora","Marche"
"Bollicine di Extra Dry Spumante Bianco","Nani Rizzi","Conegliano-Valdobbiadene Prosecco"
"Bollo","Poderi dal Nespoli","Sangiovese di Romagna"
"Bombereto","Rampa di Fugnano","Toscana"
"Bombina Cabernet Sauvignon-Sangiovese","Teanum","Puglia"
"Bombino Bianco","Crifo","Puglia"
"Bombino Bianco","Orgoglio","Puglia"
"Bombino Puglia","Codici","Puglia"
"Bombino Puglia","Codici Banda Nera","Puglia"
"Bon in da Bon Pigato Riviera Ligure di Ponente","Vio Giobatta-BioVio","Riviera Ligure di Ponente"
"Bonacosta Valpolicella Classico","Masi","Valpolicella"
"Bonarda","Morando Silvio","Monferrato"
"Bonarda dell'Oltrepo Pavese","Francesco Quaquarini","Oltrepò Pavese"
"Bonarda dell'Oltrepo Pavese","Martilde","Bonarda dell'Oltrepo Pavese"
"Bonarda dell'Oltrepo Pavese","I Gadi","Bonarda dell'Oltrepo Pavese"
"Bonarda dell'Oltrepo Pavese","Dellafiore Roberto","Bonarda dell'Oltrepo Pavese"
"Bonarda dell'Oltrepò Pavese","Tenuta San Zeno","Bonarda dell'Oltrepo Pavese"
"Bonarda dell'Oltrepo Pavese Frizante Amabile","Canneto","Oltrepò Pavese"
"Bonarda dell'Oltrepo Pavese Frizzante","Friscale","Bonarda dell'Oltrepo Pavese"
"Bonarda dell'Oltrepo Pavese Frizzante","Poderi Riccagioia","Bonarda dell'Oltrepo Pavese"
"Bonarda dell'Oltrepò Pavese Frizzante","Manfredi","Piemonte"
"Bonarda Frizzante","Gennari Gianfranco","Colli Piacentini"
"Bonarda Frizzante","Ca' del Vento","Emilia-Romagna"
"Bonarda Frizzante","Viti & Vini","Colli Piacentini"
"Bonblanc Friulano","Gori","Friuli-Venezia Giulia"
"Bondamat Rosso Dolce da Uve Ancellotta","Cantina Puianello","Emilia-Romagna"
"Bonera","Mandrarossa","Sicilia"
"Boneur Roero Arneis","Cascina Pellerino","Piemonte"
"Bonimúr Nebbiolo Langhe","Neirano","Langhe"
"Bonsai","Podere le Ripi","Toscana"
"Bonurei Nebbiolo d'Alba","Bruna Grimaldi","Nebbiolo d'Alba"
"Bordinese Montepulciano d'Abruzzo","Viticoltori Riuniti","Veneto"
"Borgaio Vermentino","Castello di Meleto","Chianti"
"Borgano Rosso","Poggio Argentale","Toscana"
"Borgo Alla Terra Chianti Colli Senesi","Geografico","Chianti Colli Senesi"
"Borgo Alla Terra Governo all'Uso","Geografico","Toscana"
"Borgo Alla Terra Vernaccia di San Gimignano","Geografico","Vernaccia di San Gimignano"
"Borgo Antico Valpolicella Superiore","Monte Cillario","Valpolicella"
"Borgo Crosaris Refosco dal Peduncolo Rosso","Grandi Gabana","Friuli Latisana"
"Borgo dei Guidi Forli Rosso","Poderi dal Nespoli","Emilia-Romagna"
"Borgo dei Guidi Sangiovese-Cabernet Sauvignon","Poderi dal Nespoli","Emilia-Romagna"
"Borgo del Boiardi Reggiano Lambrusco Rosato Secco","Casali","Emilia-Romagna"
"Borgo di Fradis Pinot Grigio","Vidussi","Friuli-Venezia Giulia"
"Borgo di Fradis Refosco dal Peduncolo Rosso","Vidussi","Colli Orientali del Friuli"
"Borgo di Qua Pignoletto Superiore","Tenuta Bonzara","Emilia-Romagna"
"Borgo Gritti Prosecco Millesimato","Rocca","Prosecco"
"Borgo Luna Prosecco Brut","La Vigna di Sarah","Prosecco"
"Borgo Thaulero Pecorino","Casal Thaulero","Terre di Chieti"
"Borgoforte Toscana","Villa Pillo","Toscana"
"Borgofranco Riserva","Cantina Delsignore","Gattinara"
"Borgoletto Soave","Fasoli Gino","Soave"
"Borgonero","Borgo Scopeto","Chianti Classico"
"Borro del Diavolo Riserva Chianti Classico","Ormanni","Chianti Classico"
"Bortolo Vigne Vecchie Soave Classico","Dama del Rovere","Soave Classico"
"Bosan Amarone della Valpolicella","Cesari","Verona"
"Bosan Valpolicella Ripasso Superiore","Cesari","Valpolicella Ripasso"
"Bosc D'la Rei Moscato d'Asti","Batasiolo","Moscato d'Asti"
"Boscarel Merlot-Sangiovese Veneto","Cesari","Veneto"
"Boschettino Merlot","Boschetto di Montiano","Toscana"
"Boschetto Vecchio Barbera d'Asti Superiore","Guasti Clemente","Monferrato"
"Boschi Barbera d'Alba Superiore","Dante Rivetti","Langhe"
"Boschi Dei Signori Barolo","Bosio","Barolo"
"Boschi di Berri Dolcetto d'Alba","Marcarini","Dolcetto d'Alba"
"Bosco Ancella Fiano","Antiche Terre del Salento","Salento"
"Bosco del Gal Custoza","Tommasi","Valpolicella"
"Bosco del Gal Moro dal Castel Cabernet Sauvignon","Cantina di Castelnuovo del Garda","Veneto"
"Bosco di Fratta Valdobbiadene Prosecco Superiore Brut","Sanfeletto","Conegliano-Valdobbiadene Prosecco"
"Bosco di Fratta Valdobbiadene Prosecco Superiore Extra Brut Millesimato","Sanfeletto","Veneto"
"Bosco di Fratta Valdobbiadene Prosecco Superiore Extra Dry Millesimato","Sanfeletto","Prosecco"
"Bosco di Fratta Valdobbiadene Prosecco Superiore Millesimato Dry","Sanfeletto","Conegliano-Valdobbiadene Prosecco Superiore"
"Bosco di Gica Valdobbiadene Prosecco Superiore Brut","Adami","Veneto"
"Boscoselvo Brunello di Montalcino","Sensi","Brunello di Montalcino"
"Boscoselvo Rosso di Montalcino","Sensi","Toscana"
"Bossi Fedrigotti Fojaneghe","Masi","Veneto"
"Bossi Fedrigotti Gewürztraminer Trentino","Masi","Veneto"
"Bossi Fedrigotti Valdadige Pinot Grigio Trentino-Alto Adige","Masi","Veneto"
"Botonero Nebbiolo","Mamete Prevostini","Lombardia"
"Botrosecco Maremma Toscana","Le Mortelle","Maremma Toscana"
"Botrys Moscadello di Montalcino","Mastrojanni","Moscadello di Montalcino"
"Botticella Limited Edition Langhe Chardonnay","Rivetti Massimo","Piemonte"
"Bottiglia Particolare","Verrazzano","Chianti"
"Bouledogue Roero Arneis","Monchiero Carbone","Roero"
"Bouquet Terre Siciliane","Tenuta Rapitalà","Terre Siciliane"
"Bourg Chardonnay","Dacasto Duilio","Piemonte"
"Bracaleta Riserva","Villa Acquaviva","Morellino di Scansano"
"Braccale Bianco","Jacopo Biondi Santi","Toscana"
"Braccale Morellino di Scansano","Jacopo Biondi Santi","Morellino di Scansano"
"Braccale Rosato","Jacopo Biondi Santi","Toscana"
"Braccale Rosso","Jacopo Biondi Santi","Toscana"
"Bracco di Gaia","Cascina Garitina","Piemonte"
"Brachetto d'Acqui","San Maurizio","Asti"
"Brachetto d'Acqui","Il Falchetto","Brachetto d'Acqui"
"Brachetto d'Acqui","Vallebelbo","Langhe"
"Brachetto d'Acqui","Tre Secoli","Brachetto d'Acqui"
"Brachetto d'Acqui","Alasia","Brachetto d'Acqui"
"Brachetto d'Acqui","Balbi Soprani","Brachetto d'Acqui"
"Brachetto d'Acqui","Sant'Orsola","Brachetto d'Acqui"
"Brachetto d'Acqui","Braida","Brachetto d'Acqui"
"Brachetto d'Acqui","Batasiolo","Piemonte"
"Brachetto d'Acqui","Fontanafredda","Piemonte"
"Brachetto d'Acqui Cuvée Diamante","Neirano","Piemonte"
"Brachetto d'Acqui Dolce Spumante","Araldica","Piemonte"
"Brachetto d'Acqui Millesimato","Fontanafredda","Piemonte"
"Brachetto Piemonte","Villadoria","Piemonte"
"Brachetto Piemonte","Gatti Piero","Piemonte"
"Bradamante","Poderi dal Nespoli","Emilia-Romagna"
"Bradisismo Veneto Rosso","Inama Azienda Agricola","Veneto"
"Braida Santa Cecilia Refosco dal Peduncolo Rosso","Pitars","Friuli-Venezia Giulia"
"Braida Santa Cecilia Traminer Aromatico","Pitars","Friuli-Venezia Giulia"
"Braide Alte","Livon","Friuli-Venezia Giulia"
"Braide Grande Pinot Grigio","Livon","Friuli-Venezia Giulia"
"Bramaluce Toscana Rosso","Terenzi","Toscana"
"Bramasole Syrah","La Braccesca","Toscana"
"Bramaterra","Anzivino","Piemonte"
"Bramaterra Riserva","Anzivino","Piemonte"
"Bramé Barbera d'Alba","Deltetto","Barbera d'Alba"
"Bramosia Chianti Classico","Donna Laura","Chianti Classico"
"Brandesco Chianti Superiore","Gavioli","Chianti"
"Branu Vermentino di Gallura","Surrau","Vermentino di Gallura"
"Brasi Catarratto","Ferreri","Terre Siciliane"
"Brasi Nero d'Avola","Ferreri","Terre Siciliane"
"Brave Italian Growers Organic White","Cielo e Terra","Veneto"
"Brea Vigna Ca'Mia Barolo","Brovia","Barolo"
"Brecciaro Trebbiano d'Abruzzo","Grandi Vigne","Trebbiano d'Abruzzo"
"Brecciarolo Rosso Piceno Superiore","Velenosi","Rosso Piceno"
"Breg Anfora Bianco","Gravner","Friuli-Venezia Giulia"
"Brenntal Gewürztraminer Riserva","Cantina Kurtatsch","Trentino-Alto Adige"
"Brenntal Merlot Riserva","Cantina Kurtatsch","Trentino-Alto Adige"
"Breus Nero d'Avola-Syrah","Miceli","Terre Siciliane"
"Brezza Umbria Bianco","Lungarotti","Torgiano"
"Bric Balin Barbaresco","Moccagatta","Barbaresco"
"Bric dal But Barbera del Monferrato","Botto Marco","Barbera del Monferrato"
"Bric de Maschi Barbera d'Alba Superiore","Le Vigne di Cà Nova","Barbera d'Alba"
"Bric del Baio Langhe Nebbiolo","Ca’ del Baio","Piemonte"
"Bric Dël Fiasc Barolo","Paolo Scavino","Barolo"
"Bric del Gaian Grappa Invecchiata","Berta","Piemonte"
"Bric del Salto Dolcetto d'Alba","Sottimano","Dolcetto d'Alba"
"Bric di Bersan Dolcetto","Bersano","Asti"
"Bric du Luv Barbera d'Alba","Ca'Viola","Barbera d'Alba"
"Bric du Nota Nebbiolo d'Alba","Scarpa","Nebbiolo d'Alba"
"Bric Merli Nebbiolo d'Alba","Malabaila","Nebbiolo d'Alba"
"Bric Paradiso Nebbiolo d'Alba","Tenuta Carretta","Langhe"
"Bric Paradiso Roero","Tenuta Carretta","Roero"
"Bric Quercia Barbera d'Alba Superiore","Tenuta Carretta","Barbera d'Alba"
"Bric Turot Barbaresco","Prunotto","Piemonte"
"Bric Valdiana Roero","Giovanni Almondo","Roero"
"Bricco Airoli Barbera d'Alba Superiore","Viberti Giovanni","Barbera d'Alba"
"Bricco Ambrogio Barolo","Paolo Scavino","Barolo"
"Bricco Ambrogio Barolo","Olivero Mario","Barolo"
"Bricco Ambrogio Barolo","Bruna Grimaldi","Barolo"
"Bricco Ambrogio Barolo","Negretti","Barolo"
"Bricco Angelini Barbera d'Alba","Gemma","Barbera d'Alba"
"Bricco Asili Barbaresco Bernadot","Ceretto","Piemonte"
"Bricco Barone Nebbiolo d'Alba","Abbona","Nebbiolo d'Alba"
"Bricco Caramelli Dolcetto d'Alba","Mossio","Langhe"
"Bricco Cichetta Barbera d'Alba Superiore","Pietro Rinaldi","Barbera d'Alba"
"Bricco Colma Albarossa","Prunotto","Piemonte"
"Bricco Dei Merli Barbera d'Alba","Elvio Cogno","Barbera d'Alba"
"Bricco del Conte la Marchesa Castellinaldo Barbera d'Alba","Cravanzola","Piemonte"
"Bricco del Cucule Barbera d'Alba","Castello di Verduno","Barbera d'Alba"
"Bricco del Drago Langhe","Poderi Colla","Langhe"
"Bricco del Prete Bonarda dell'Oltrepo Pavese","Cà del Gè","Oltrepò Pavese"
"Bricco della Bigotta Barbera d'Asti","Braida","Barbera d'Asti"
"Bricco delle Ciliegie Arneis Roero","Giovanni Almondo","Roero"
"Bricco delle Conchiglie Merlot-Syrah","Terra Felice","Piemonte"
"Bricco delle Viole Barolo","M. Marengo","Barolo"
"Bricco delle Viole Barolo Riserva","Viberti Giovanni","Barolo"
"Bricco dell'Uccellone Barbera d'Asti","Braida","Barbera d'Asti"
"Bricco Francesco Rocche dell'Annunziata Barolo","Rocche Costamagna","Barolo"
"Bricco Garitta Barbera d'Asti","Cascina Garitina","Piemonte"
"Bricco Le Pernici Nascetta del Comune di Novello","Cascina Adelaide","Langhe"
"Bricco Luciani Barolo","Silvio Grasso","Barolo"
"Bricco Manzoni","Rocche dei Manzoni","Langhe"
"Bricco Manzoni Barolo","Fratelli Ferrero","Piemonte"
"Bricco Parussi Barolo Riserva","Bovio","Barolo"
"Bricco Pernice Barolo","Elvio Cogno","Barolo"
"Bricco Quaglia Moscato d'Asti","La Spinetta","Moscato d'Asti"
"Bricco Rio Sordo Barbaresco","Musso","Barbaresco"
"Bricco Rioglio Brachetto d'Acqui","Rinaldi","Brachetto d'Acqui"
"Bricco Riserva Barbaresco","Dante Rivetti","Barbaresco"
"Bricco Rocche Barolo Brunate","Ceretto","Piemonte"
"Bricco San Biagio Barolo","Grimaldi Luigino","Piemonte"
"Bricco San Giuliano Barbaresco","Pasquale Pelissero","Barbaresco"
"Bricco San Pietro Barolo","Broccardo","Piemonte"
"Bricco San Pietro Barolo","Diego Pressenda-La Torricella","Barolo"
"Bricco San Pietro Fraschin Barolo","Manzone F.lli","Piemonte"
"Bricco San Pietro Monferrato Dolcetto","Villa Giada","Monferrato"
"Bricco Sarmassa Barolo","Brezza","Barolo"
"Bricco Soria Nizza Barbera d'Asti Superiore","Tenuta il Sogno","Barbera d'Asti"
"Bricco Soria Rosso","Tenuta il Sogno","Piemonte"
"Bricco Spessa Barbaresco","Grasso Fratelli","Barbaresco"
"Briccobertone Nebbiolo d'Alba","Brangero","Nebbiolo d'Alba"
"Briccodoro Arneis Langhe","Dante Rivetti","Langhe"
"Briccofiore Barbera d'Asti Superiore","Post dal Vin","Barbera d'Asti"
"Briccola Nebbiolo d'Alba","Bruna Grimaldi","Nebbiolo d'Alba"
"Briccolina Barolo","Grasso Tiziano","Barolo"
"Briccoserra Langhe Rosso","Cigliuti","Langhe"
"Bricco-Spessa Barbaresco","La Morandina","Barbaresco"
"Briccotondo Barbera","Fontanafredda","Piemonte"
"Briccotondo Gavi","Fontanafredda","Gavi"
"Brichet Barbera d'Alba","Ca'Viola","Barbera d'Alba"
"Bric'Micca Barbaresco","Dante Rivetti","Barbaresco"
"Briga della Mora Barbera d'Asti","Malgra","Piemonte"
"Brigante Crocco Merlot","Cantine Crocco","Basilicata"
"Brigante Vermentino","Azienda Agraria Santa Lucia","Lazio"
"Briglhof Lagrein Riserva","Josef Brigl","Trentino"
"Brilla Cococciola","Marchesi de Cordano","Abruzzo"
"Brindisi Riserva","Tor del Colle","Brindisi"
"Brindisi Riserva","Brunilde di Menzione","Brindisi"
"Brindisi Riserva","Tre Torri","Puglia"
"Brioso Prosecco Frizzante","Le Contesse","Veneto"
"Briscola e Tressette Cerasuolo d'Abruzzo","Fiore Podere San Biagio","Abruzzo"
